"","Ticker","Companies","GisSector","GicsClassification","FichierSTCKP","CompanyGR2014","CompanyGR2015","CompanyGR2016","Year","Date","Shares","Shares.split.adjusted","Split.factor","Assets","Current.Assets","Liabilities","Current.Liabilities","Shareholders.equity","Non.controlling.interest","Preferred.equity","Goodwill...intangibles","Long.term.debt","Revenue","Earnings","Earnings.available.for.common.stockholders","EPS.basic","EPS.diluted","Dividend.per.share","Cash.from.operating.activities","Cash.from.investing.activities","Cash.from.financing.activities","Cash.change.during.period","Cash.at.end.of.period","Capital.expenditures","Price","Price.high","Price.low","ROE","ROA","Book.value.of.equity.per.share","P.B.ratio","P.E.ratio","Cumulative.dividends.per.share","Dividend.payout.ratio","Long.term.debt.to.equity.ratio","Equity.to.assets.ratio","Net.margin","Asset.turnover","Free.cash.flow.per.share","Current.ratio"
"2098","EBAY",129,"Information Technology",7,"EBAY_quarterly_financial_data.xls","ebay","ebay inc","ebay inc","2014","2014-12-31",1210046829,1210046829,1,"4.5132e+10","2.6531e+10","2.5226e+10","1.7531e+10","1.9906e+10",0,0,9.658e+09,6.777e+09,"4921000000","1023000000","1023000000","0.83","0.82",0,"1641000000","1072000000","-1065000000","1538000000","6.328e+09",3.69e+08,"52.7","57.53","47.88","0.0024","0.0011","16.45","3.3","None",0,"0","0.3405","0.4411","0.0026","0.42","1.05","1.5134"
"2101","EBAY",129,"Information Technology",7,"EBAY_quarterly_financial_data.xls","ebay","ebay inc","ebay inc","2016","2016-12-31",1087042601,1087042601,1,"2.3847e+10","8.875e+09","1.3308e+10","3.847e+09","1.0539e+10",0,0,4.603e+09,7.509e+09,"2395000000","5936000000","5936000000","5.37","5.31",0,"620000000","560000000","-926000000","63000000","1.816e+09",1.36e+08,"29.98","32.56","27.39","0.9647","0.3462","9.7","4.91","19.47",35,"0","0.7125","0.4419","0.8092","0.43","0.45","2.307"
"2103","EBAY",129,"Information Technology",7,"EBAY_quarterly_financial_data.xls","ebay","ebay inc","ebay inc","2013","2013-12-31",1294654966,1294654966,1,"4.1488e+10","2.3283e+10","1.7841e+10","1.2639e+10","2.3647e+10",0,0,1.0208e+10,4.117e+09,"4530000000","850000000","850000000","0.66","0.65",0,"1713000000","-2018000000","-500000000","-786000000","4.494e+09",2.81e+08,"52.36","55.97","48.76","0.1281","0.0723","18.27","2.98","24.93",0,"0","0.1741","0.57","0.178","0.41","1.11","1.8422"
"2107","EBAY",129,"Information Technology",7,"EBAY_quarterly_financial_data.xls","ebay","ebay inc","ebay inc","2012","2012-12-31",1296512321,1296512321,1,"3.7074e+10","2.1398e+10","1.6209e+10","1.0924e+10","2.0865e+10",0,0,9.665e+09,4.106e+09,"3993000000","750000000","750000000","0.58","0.57",0,"1385000000","-1859000000","-131000000","-514000000","6.817e+09",2.96e+08,"49.52","52.82","46.22","0.1331","0.0828","16.09","3.22","16.9",0,"0","0.1968","0.5628","0.1854","0.45","0.84","1.9588"
"2109","EBAY",129,"Information Technology",7,"EBAY_quarterly_financial_data.xls","ebay","ebay inc","ebay inc","2017","2017-12-31",1012079673,1012079673,1,"2.5981e+10","7.743e+09","1.7918e+10","3.539e+09","8.063e+09",0,0,0,9.234e+09,"2613000000","-2601000000","-2601000000","-2.53","-2.53",0,"988000000","214000000","-896000000","360000000","2.12e+09",1.92e+08,"36.69","38.99","34.38","-0.0958","-0.039","7.97","3.4","5.44",35,"None","1.1452","0.3103","None","0.37","0.79","2.1879"
"2114","EBAY",129,"Information Technology",7,"EBAY_quarterly_financial_data.xls","ebay","ebay inc","ebay inc","2015","2015-12-31",1178705177,1178705177,1,"1.7785e+10","7.904e+09","1.1209e+10","2.263e+09","6.576e+09",0,0,4.541e+09,6.779e+09,"6381000000","477000000","477000000","0.4","0.39",0,"1040000000","-323000000","-1222000000","-583000000","1.832e+09",1.29e+08,"26.8","29.59","24","0.1317","0.0545","5.58","4.95","14.49",35,"24.3611","1.0309","0.3697","0.2008","0.27","0.77","3.4927"
"2120","ECL",130,"Materials",8,"ECL_quarterly_financial_data.xls","ecolab","ecolab inc","ecolab inc","2015","2015-12-31",296001857,296001857,1,"18641700000","4447500000","11661300000","4764400000","6909900000",70500000,0,1.06e+10,4260200000,"3412000000","222900000","208900000","0.71","0.69",0.35,"604600000","-366700000","-328100000","-92000000","92800000",234100000,"116.06","122.48","109.64","0.1464","0.0535","23.34","5.05","31.12",10.14,"0.3959","0.6165","0.3707","0.074","0.71","1.25","0.9335"
"2122","ECL",130,"Materials",8,"ECL_quarterly_financial_data.xls","ecolab","ecolab inc","ecolab inc","2012","2012-12-31",294954864,294954864,1,"17572300000","4.892e+09","11412200000","3052700000","6.077e+09",83100000,0,9964600000,5736100000,"3045800000","227800000","231400000","0.8","0.76",0.23,"482200000","-73000000","422200000","833800000","1157800000",797400000,"68.11","72.79","63.42","0.1204","0.0415","20.6","3.36","35.29",6.68,"0.3459","0.9439","0.3458","0.0594","0.7","-1.07","1.6025"
"2126","ECL",130,"Materials",8,"ECL_quarterly_financial_data.xls","ecolab","ecolab inc","ecolab inc","2016","2016-12-31",291718512,291718512,1,"18330200000","4279400000","11359300000","3019400000","6901100000",69800000,0,10200800000,6145700000,"3352100000","372000000","366300000","1.26","1.23",0.37,"448000000","-247700000","-44800000","146800000","327400000",245100000,"116.47","122.28","110.65","0.1825","0.0681","23.66","4.94","32.35",11.56,"0.3373","0.8905","0.3765","0.0935","0.72","0.7","1.4173"
"2131","ECL",130,"Materials",8,"ECL_quarterly_financial_data.xls","ecolab","ecolab inc","ecolab inc","2013","2013-12-31",300767420,300767420,1,"19636500000","4698400000","12227100000","3488700000","7344300000",65100000,0,11648200000,6043500000,"3559500000","289600000","287100000","0.95","0.93",0.27,"630600000","-200400000","-486900000","-55200000","339200000",204700000,"102.39","108.34","96.44","0.1436","0.0511","24.42","4.55","34.36",7.64,"0.2975","0.8229","0.374","0.073","0.7","1.42","1.3467"
"2139","ECL",130,"Materials",8,"ECL_quarterly_financial_data.xls","ecolab","ecolab inc","ecolab inc","2014","2014-12-31",299250034,299250034,1,"19466700000","4871100000","12084600000","4386600000","7315900000",66200000,0,11173800000,4.864e+09,"3680800000","343300000","335500000","1.11","1.1",0.33,"670600000","-283400000","-357300000","11800000","209600000",2.71e+08,"108.33","115.39","101.26","0.1624","0.0624","24.45","4.22","28.81",8.8,"0.2879","0.6649","0.3758","0.0842","0.73","1.34","1.1105"
"2140","ECL",130,"Materials",8,"ECL_quarterly_financial_data.xls","ecolab","ecolab inc","ecolab inc","2017","2017-12-31",288858441,288858441,1,"19962400000","4596400000","12273700000","3431800000","7618500000",70200000,0,11184700000,6758300000,"3650700000","571700000","565900000","1.96","1.92",0.41,"646400000","-305100000","-322200000","2300000","211400000",2.68e+08,"133.17","137.96","128.38","0.2112","0.0775","26.37","5.33","29.99",13.08,"0.2915","0.8871","0.3816","0.109","0.7","1.31","1.3394"
"2147","EFX",131,"Industrials",6,"EFX_quarterly_financial_data.xls","equifax","equifax inc","equifax inc","2015","2015-12-31",118706565,118706565,1,"4.509e+09","561600000","2158600000","603800000","2310900000",39500000,0,3493600000,1145900000,"666300000","111900000","111900000","0.93","0.92",0.29,"205300000","-52600000","-161000000","-15200000","93300000",52600000,"105.34","114.46","96.22","0.1939","0.0941","19.47","5.6","30.71",26.92,"0.3206","0.4959","0.5125","0.1611","0.58","1.29","0.9301"
"2152","EFX",131,"Industrials",6,"EFX_quarterly_financial_data.xls","equifax","equifax inc","equifax inc","2014","2014-12-31",119486858,119486858,1,"4674200000","605100000","2439600000","823100000","2200100000",34500000,0,3655900000,1145700000,"624600000","98000000","98000000","0.81","0.8",0.25,"202800000","-29800000","-156700000","13300000","128300000",22500000,"75.84","82.63","69.04","0.1581","0.0778","18.41","3.92","27.18",25.76,"0.3293","0.5207","0.4707","0.1508","0.52","1.51","0.7351"
"2157","EFX",131,"Industrials",6,"EFX_quarterly_financial_data.xls","equifax","equifax inc","equifax inc","2016","2016-12-31",119853740,119853740,1,"6.664e+09","672900000","3942700000","1259600000","2662700000",58600000,0,5392900000,2086800000,"801200000","123000000","123000000","1.03","1.02",0.33,"271300000","-41700000","-204900000","17800000","129300000",42500000,"122.58","133.61","111.54","0.1873","0.0728","22.22","5.35","31.11",28.24,"0.3227","0.7837","0.3996","0.1554","0.47","1.91","0.5342"
"2158","EFX",131,"Industrials",6,"EFX_quarterly_financial_data.xls","equifax","equifax inc","equifax inc","2017","2017-12-31",120123872,120123872,1,"7233400000","998400000","3994400000","1673500000","3174400000",64600000,0,5.526e+09,1.739e+09,"838500000","172300000","172300000","1.44","1.42",0.39,"207300000","-123300000","-60900000","21000000","336400000",60700000,"113.04","120.77","105.31","0.1928","0.0833","26.43","4.38","25.52",29.8,"0.3193","0.5478","0.4389","0.1747","0.48","1.22","0.5966"
"2164","EFX",131,"Industrials",6,"EFX_quarterly_financial_data.xls","equifax","equifax inc","equifax inc","2012","2012-12-31",120452130,120452130,1,"4511100000","529700000","2551900000","646500000","1933200000",2.6e+07,0,3532600000,1447400000,"558100000","46300000","46300000","0.38","0.38",0.18,"144200000","-1025800000","759900000","-120400000","146800000",16700000,"51.07","55.52","46.62","0.1471","0.0718","16.05","3.29","20.93",23.88,"0.3177","0.7487","0.4285","0.1259","0.57","1.06","0.8193"
"2165","EFX",131,"Industrials",6,"EFX_quarterly_financial_data.xls","equifax","equifax inc","equifax inc","2013","2013-12-31",122040727,122040727,1,"4539900000","648400000","2198900000","662500000","2300700000",40300000,0,3463800000,1145500000,"578500000","76700000","76700000","0.62","0.62",0.22,"191900000","-85700000","800000","104000000","235900000",21800000,"64.25","69.64","58.86","0.1638","0.0795","18.85","3.6","24.71",24.76,"0.3037","0.4979","0.5068","0.1527","0.52","1.39","0.9787"
"2173","EIX",132,"Utilities",11,"EIX_quarterly_financial_data.xls","edison international","edison international","edison international","2013","2013-12-31",325811206,325811206,1,"4.6646e+10","3.312e+09","3.4955e+10","4.881e+09","9.938e+09",1.753e+09,0,0,9.825e+09,"2943000000","251000000","276000000","0.93","0.9",0.35,"950000000","-720000000","-694000000","-464000000","1.46e+08",6.57e+08,"47.46","49.95","44.97","0.0912","0.0199","30.5","1.6","215.73",19.11,"0.505","0.9886","0.2131","0.0699","0.27","0.9","0.6785"
"2178","EIX",132,"Utilities",11,"EIX_quarterly_financial_data.xls","edison international","edison international","edison international","2017","2017-12-31",325811206,325811206,1,"5.258e+10","3.729e+09","3.8695e+10","7.068e+09","1.3864e+10",2.1e+07,0,0,1.1642e+10,"3220000000","-442000000","-545000000","-1.67","-1.67",0.6,"897000000","-1106000000","1183000000","974000000","1.091e+09",1.168e+09,"73.03","83.38","62.67","0.0448","0.0127","42.55","1.92","16.52",26.54,"1.2845","0.8397","0.2637","0.0459","0.23","-0.83","0.5276"
"2182","EIX",132,"Utilities",11,"EIX_quarterly_financial_data.xls","edison international","edison international","edison international","2015","2015-12-31",325811206,325811206,1,"5.031e+10","2.654e+09","3.6916e+10","4.927e+09","1.1368e+10",2.026e+09,0,9e+07,1.0964e+10,"2341000000","18000000","-79000000","-0.24","-0.24",0.48,"1676000000","-1035000000","-614000000","27000000","1.61e+08",1.044e+09,"61.9","66.29","57.51","0.0899","0.022","34.89","1.74","13.46",22.33,"0.5534","0.9645","0.226","0.0885","0.23","1.94","0.5387"
"2185","EIX",132,"Utilities",11,"EIX_quarterly_financial_data.xls","edison international","edison international","edison international","2014","2014-12-31",325811206,325811206,1,"5.0186e+10","4.019e+09","3.7198e+10","5.479e+09","1.096e+10",2.028e+09,0,0,1.0234e+10,"3115000000","398000000","398000000","1.3","1.26",0.42,"1221000000","-971000000","-260000000","-10000000","1.32e+08",1.044e+09,"62.31","68.74","55.88","0.1512","0.0329","33.64","1.89","13.75",20.6,"0.3043","0.9338","0.2184","0.1185","0.27","0.54","0.7335"
"2187","EIX",132,"Utilities",11,"EIX_quarterly_financial_data.xls","edison international","edison international","edison international","2012","2012-12-31",325811206,325811206,1,"4.4394e+10","2.672e+09","3.3203e+10","3.744e+09","9.432e+09",1.759e+09,0,0,9.231e+09,"1879000000","-540000000","-541000000","-1.65","-1.65",0.34,"1176000000","-1771000000","-370000000","-965000000","1.7e+08",7.78e+08,"45.27","47.96","42.57","-0.0186","-0.0038","28.95","1.47","None",17.75,"None","0.9787","0.2125","None","0.24","1.22","0.7137"
"2190","EIX",132,"Utilities",11,"EIX_quarterly_financial_data.xls","edison international","edison international","edison international","2016","2016-12-31",325811206,325811206,1,"5.1319e+10","2.123e+09","3.7127e+10","5.912e+09","1.1996e+10",2.196e+09,0,0,1.0175e+10,"2885000000","459000000","344000000","1.05","1.04",0.54,"756000000","-939000000","195000000","12000000","9.6e+07",9.61e+08,"70.63","73.81","67.44","0.103","0.0279","36.82","1.64","26.26",24.31,"0.4921","0.8482","0.2338","0.1105","0.23","-0.63","0.3591"
"2195","EMC",133,"Information Technology",7,"EMC_quarterly_financial_data.xls","emc","emc corporation","emc corp","2012","2012-12-31",2104430304,2104430304,1,"38068685000","12208609000","14544894000","10303996000","22357143000",1166648000,0,15875040000,0,"6029955000","869919000","869919000","0.42","0.39",0,"1899338000","-974640000","-364192000","593243000","4754060000",398981000,"25.56","27.89","23.24","0.1285","0.0762","10.62","2.48","20.95",1.39,"0","0","0.5873","0.1258","0.61","0.71","1.1848"
"2210","EMC",133,"Information Technology",7,"EMC_quarterly_financial_data.xls","emc","emc corporation","emc corp","2015","2015-12-31",1947047380,1947047380,1,"4.6612e+10","1.5063e+10","2.3893e+10","1.2885e+10","2.114e+10",1.579e+09,0,1.9239e+10,5.475e+09,"7015000000","771000000","771000000","0.39","0.38",0.1,"1870000000","296000000","-946000000","1225000000","6.549e+09",3.87e+08,"26.24","28.77","23.71","0.0969","0.0442","10.86","2.49","21.87",2.6,"0.4479","0.259","0.4535","0.0806","0.55","0.76","1.169"
"2211","EMC",133,"Information Technology",7,"EMC_quarterly_financial_data.xls","emc","emc corporation","emc corp","2014","2014-12-31",1988086911,1988086911,1,"4.5885e+10","1.5733e+10","2.236e+10","1.171e+10","2.1896e+10",1.629e+09,0,1.8259e+10,5.495e+09,"7049000000","1146000000","1146000000","0.57","0.57",0.11,"2231000000","55000000","-1999000000","288000000","6.343e+09",4.13e+08,"28.52","30.92","26.11","0.1215","0.0605","11.01","2.56","23.19",2.14,"0.3357","0.251","0.4772","0.111","0.54","0.91","1.3436"
"2212","EMC",133,"Information Technology",7,"EMC_quarterly_financial_data.xls","emc","emc corporation","emc corp","2013","2013-12-31",2025633308,2025633308,1,"4.5849e+10","1.7278e+10","2.2063e+10","1.1799e+10","2.2301e+10",1.485e+09,0,1.6204e+10,5.494e+09,"6681617000","1021950000","1021950000","0.49","0.48",0.1,"2190000000","-96000000","-1338000000","736000000","7.891e+09",3.93e+08,"24.49","25.84","23.15","0.1286","0.0668","11.01","2.26","19.75",1.69,"0.2134","0.2464","0.4864","0.1244","0.54","0.89","1.4644"
"2218","EMN",134,"Materials",8,"EMN_quarterly_financial_data.xls","eastman chemical","eastman chemical company","eastman chemical co","2017","2017-12-31",142966679,142966679,1,"1.5999e+10","3.143e+09","1.0519e+10","1.982e+09","5.403e+09",7.7e+07,0,6.9e+09,6.147e+09,"2362000000","491000000","491000000","3.43","3.37",0.56,"646000000","-213000000","-438000000","-4000000","1.91e+08",2.11e+08,"90.77","94.96","86.58","0.2783","0.0869","37.79","2.6","13.16",22.96,"0.2179","1.1377","0.3377","0.1449","0.6","3.04","1.5858"
"2225","EMN",134,"Materials",8,"EMN_quarterly_financial_data.xls","eastman chemical","eastman chemical company","eastman chemical co","2013","2013-12-31",152467174,152467174,1,"1.1845e+10","2.84e+09","7.97e+09","1.47e+09","3.796e+09",7.9e+07,0,4.398e+09,4.254e+09,"2265000000","346000000","346000000","2.26","2.21",0.35,"503000000","-149000000","-342000000","15000000","2.37e+08",1.74e+08,"77.79","82.96","72.62","0.3382","0.0991","24.9","3.34","15.97",15.87,"0.165","1.1207","0.3205","0.1246","0.8","2.16","1.932"
"2227","EMN",134,"Materials",8,"EMN_quarterly_financial_data.xls","eastman chemical","eastman chemical company","eastman chemical co","2015","2015-12-31",147812789,147812789,1,"1.5611e+10","2.878e+09","1.159e+10","2.056e+09","3.941e+09",8e+07,0,7.168e+09,6.808e+09,"2225000000","124000000","124000000","0.83","0.83",0.46,"562000000","-226000000","-351000000","-16000000","2.93e+08",2.24e+08,"68.83","73.82","63.84","0.2258","0.0537","26.66","2.64","13.91",18.98,"0.2905","1.7275","0.2525","0.0879","0.61","2.29","1.3998"
"2230","EMN",134,"Materials",8,"EMN_quarterly_financial_data.xls","eastman chemical","eastman chemical company","eastman chemical co","2012","2012-12-31",153955346,153955346,1,"1.1619e+10","2.594e+09","8.591e+09","1.364e+09","2.943e+09",8.5e+07,0,4.493e+09,4.779e+09,"2169000000","-54000000","-54000000","-0.36","-0.36",0.3,"440000000","-167000000","-261000000","12000000","2.49e+08",1.69e+08,"60.58","68.22","52.93","0.1731","0.046","19.12","3.09","14.63",14.62,"0.3613","1.6239","0.2533","0.0539","0.85","1.76","1.9018"
"2232","EMN",134,"Materials",8,"EMN_quarterly_financial_data.xls","eastman chemical","eastman chemical company","eastman chemical co","2016","2016-12-31",146488924,146488924,1,"1.5457e+10","2.866e+09","1.0849e+10","1.795e+09","4.532e+09",7.6e+07,0,6.93e+09,6.311e+09,"2188000000","116000000","116000000","0.79","0.79",0.51,"394000000","-296000000","-121000000","-26000000","1.81e+08",2.51e+08,"70.34","77.98","62.7","0.1946","0.055","30.94","2.32","12.15",20.87,"0.3257","1.3925","0.2932","0.0948","0.58","0.98","1.5967"
"2234","EMN",134,"Materials",8,"EMN_quarterly_financial_data.xls","eastman chemical","eastman chemical company","eastman chemical co","2014","2014-12-31",148647456,148647456,1,"1.6072e+10","3.173e+09","1.2482e+10","2.022e+09","3.51e+09",8e+07,0,7.391e+09,7.248e+09,"2349000000","16000000","16000000","0.11","0.12",0.4,"459000000","-3373000000","2915000000","2000000","2.14e+08",1.88e+08,"79.66","88.93","70.38","0.2","0.0573","23.61","3.03","11.3",17.32,"0.2879","2.065","0.2184","0.0788","0.73","1.82","1.5692"
"2236","EMR",135,"Industrials",6,"EMR_quarterly_financial_data.xls","emerson electric","emerson electric co","emerson electric co","2013","2013-12-31",702985814,702985814,1,"2.4124e+10","9.999e+09","1.3241e+10","7.108e+09","1.0741e+10",1.42e+08,0,9.71e+09,3.834e+09,"5.606e+09","462000000","462000000","0.65","0.65",0.43,"691000000","-5.55e+08","-6.75e+08","-538000000","2.737e+09",2.36e+08,"66.69","70.66","62.73","0.1917","0.0838","15.28","4.43","24.16",18.61,"0.5858","0.357","0.4452","0.0814","1.03","0.65","1.4067"
"2243","EMR",135,"Industrials",6,"EMR_quarterly_financial_data.xls","emerson electric","emerson electric co","emerson electric co","2014","2014-12-31",685201890,685201890,1,"2.3724e+10","1.0483e+10","1.4168e+10","8.877e+09","9.513e+09",4.3e+07,0,8.589e+09,3.289e+09,"5.587e+09","525000000","525000000","0.76","0.75",0.47,"571000000","-3.76e+08","-1.46e+08","-27000000","3.122e+09",2.07e+08,"61.85","65.94","57.76","0.216","0.0908","13.88","4.24","20.41",20.37,"0.553","0.3457","0.401","0.0901","1.01","0.53","1.1809"
